htid,corpus,author,title,pub_date,genre,gender,white,origin_area,origin_nation,wordcount
mdp.39015031238952,Hathi,"Harris, Frank,",The bomb,1908,Fiction,,,,,85850
uiuo.ark:/13960/t4gm8sn7w,Hathi,"Payn, James,",The Canon's ward,1884,Fiction,,,,,80412
uiuo.ark:/13960/t13n2tn93,Hathi,"Woods, Margaret L.",Esther Vanhomrigh,1891,Fiction,,,,,54140
uc1.b3328989,Hathi,"Linton, E. Lynn","""My love!""",1882,Fiction,,,,,239459
uiuo.ark:/13960/t1vd7g247,Hathi,"Russell, William Clark,",Heart of oak,1895,Fiction,,,,,72239
uc2.ark:/13960/t9t15136m,Hathi,"A. L. O. E.,",The haunted room,1900,Fiction,,,,,84040
uc2.ark:/13960/t6pz53s55,Hathi,,The future prime minister,1908,Fiction,,,,,54297
uiuo.ark:/13960/t3514p244,Hathi,"Wingfield, Lewis,",Abigel Rowe,1883,Fiction,,,,,86451
uiuo.ark:/13960/t8sb41f1t,Hathi,"Adams, Henry,",Democracy,1882,Fiction,,,,,95453
uc2.ark:/13960/t5z60dh32,Hathi,"Jenkyns, Catherine Carolyn.",Hard life in the colonies,1892,Fiction,,,,,113323
mdp.39015063931524,Hathi,"De Morgan, William,",When ghost meets ghost,1914,Fiction,,,,,457531
njp.32101067631653,Hathi,"Buchanan, Robert Williams,",Foxglove manor,1895,Fiction,,,,,145032
nyp.33433075751960,Hathi,"Stevenson, George,",Topham's folly,1913,Fiction,,,,,100311
njp.32101068155330,Hathi,"Morris, William,",The roots of the mountains,1890,Fiction,,,,,192097
uc1.b4358874,Hathi,,The French noblesse of the XVIII century;,1904,Fiction,,,,,97834
uva.x030750903,Hathi,"Philips, F. C.",As in a looking glass,1887,Fiction,,,,,112782
mdp.39015049691325,Hathi,"Reade, Charles,",Hard cash;,1899,Fiction,,,,,324910
pst.000000022170,Hathi,"Yonge, Charlotte M.","The daisy chain; or, Aspirations",1880,Fiction,,,,,363599
uc2.ark:/13960/t6c24sz04,Hathi,"Sutherland, James.",The adventures of an elephant hunter,1912,Fiction,,,,,77039
nc01.ark:/13960/t1gj09x17,Hathi,"Moore, Edith Mary.",The blind marksman,1920,Fiction,,,,,132813
uc1.b3123655,Hathi,"Müller-Casenov, Hans.",The humour of Germany;,1909,Fiction,,,,,149140
yale.39002002705839,Hathi,,A Christian hermit in Burma,1914,Fiction,,,,,20959
uc1.32106019365011,Hathi,"Thackeray, William Makepeace,",The history of Pendennis,1886,Fiction,,,,,199358
mdp.39015019108615,Hathi,,Selected English short stories (nineteenth century),1920,Fiction,,,,,208793
uc2.ark:/13960/t89g5vr2p,Hathi,"Cowie, Bessie,",One of Australia's daughters,1900,Fiction,,,,,58772
nyp.33433081583886,Hathi,"Lang, Andrew,",The violet fairy book,1901,Fiction,,,,,121469
uc1.$b264866,Hathi,,By an unknown disciple ...,1924,Fiction,,,,,62258
inu.32000002538702,Hathi,"Thompson, Edward John,",An Indian day.,1928,Fiction,,,,,99589
uc1.b3578454,Hathi,"Gissing, George,",Our friend the charlatan,1901,Fiction,,,,,161275
mdp.39015012867852,Hathi,Longus.,Daphnis and Chloe,1890,Fiction,,,,,37774
uc2.ark:/13960/t4dn41m9h,Hathi,"Holland, W. A.",Alliquippa,1898,Fiction,,,,,56081
nyp.33433074947486,Hathi,"Crockett, S. R.",Me and Myn,1907,Fiction,,,,,104370
nyp.33433081587606,Hathi,"Lang, Cosmo Gordon,",The young Clanroy,1897,Fiction,,,,,77615
mdp.39015028010331,Hathi,"Grigorovich, D. V.",The fishermen,1916,Fiction,,,,,133586
uc2.ark:/13960/t1wd3q91m,Hathi,"Masters, Edgar Lee,",Domesday book,1921,Fiction,,,,,102289
uc1.$b312761,Hathi,"Rohmer, Sax,","Dope, | a story of Chinatown and the drug traffic, | $c: by Sax Rohmer [pseud.]",1924,Fiction,,,,,108059
uiuo.ark:/13960/t4jm2s97r,Hathi,"McCarthy, Justin,",The dictator,1893,Fiction,,,,,49254
mdp.39015014648227,Hathi,"Lauder, Thomas Dick,",Highland legends,1880,Fiction,,,,,170723
nyp.33433075902456,Hathi,"Reade, Charles,",Peg Woffington ;,1906,Fiction,,,,,160537
uc1.b3131376,Hathi,"Church, Alfred John,",Stories from Virgil,1882,Fiction,,,,,62508
uva.x000274833,Hathi,"Zola, Émile,",The fat and the thin =,1896,Fiction,,,,,186230
uc2.ark:/13960/t1mg7jm6q,Hathi,"Forbes, Gordon Sullivan,",Wild life in Canara and Ganjam,1885,Fiction,,,,,39063
nyp.33433081616603,Hathi,"Vikelas, Dēmētrios,",Loukis Laras;,1881,Fiction,,,,,58066
uc1.$b300332,Hathi,"Gaye, Phoebe Fenwick,","The good Sir John; | being an account of the rise and fall of Sir John Falstaff, knight, 1343-1413.",1930,Fiction,,,,,94555
njp.32101022612871,Hathi,"Payn, James,",Kit,1883,Fiction,,,,,176688
mdp.39015063919222,Hathi,"Harland, Henry,",The cardinal's snuff box,1900,Fiction,,,,,67469
mdp.39015063946795,Hathi,"Quiller-Couch, Arthur Thomas,",Ia,1896,Fiction,,,,,52446
ien.35556007091135,Hathi,"Hewlett, Maurice,",Letters to Sanchia upon things as they are,1910,Fiction,,,,,28937
uc2.ark:/13960/t17m05d78,Hathi,"MacGill, Margaret Gibbons.",Shifting sands,1922,Fiction,,,,,84874
uc1.b4102867,Hathi,"Yonge, Charlotte M.",Lady Hester,1889,Fiction,,,,,63041
inu.32000002838508,Hathi,"Goldring, Douglas,",The façade / | $c: Douglas Goldring.,1927,Fiction,,,,,93662
uc2.ark:/13960/t9959gg9m,Hathi,"Francis, Francis.",Hot pot;,1880,Fiction,,,,,109806
uc2.ark:/13960/t45q4zt6f,Hathi,"Braddon, M. E.",The cloven foot,1885,Fiction,,,,,193867
njp.32101074257377,Hathi,"Graham, Stephen,",A vagabond in the Caucasus,1915,Fiction,,,,,84347
mdp.39015063938636,Hathi,"Duchess,",Doris,1885,Fiction,,,,,161682
uc2.ark:/13960/t04x58z7g,Hathi,"Haggard, H. Rider",When the world shook,1919,Fiction,,,,,141878
mdp.39015000610322,Hathi,"Woolf, Virginia,",The voyage out,1920,Fiction,,,,,160981
uc2.ark:/13960/t71v5ds95,Hathi,"Steuart, John A.",In the day of battle,1895,Fiction,,,,,154758
nyp.33433082531181,Hathi,"Everett-Green, Evelyn,",In fair Granada,1902,Fiction,,,,,135570
uc1.b3111612,Hathi,"Lynch, Arthur,",Moments of genius,1919,Fiction,,,,,38547
uc1.$b322936,Hathi,"Baring, Maurice,","The lonely lady of Dulwich, | $c: by Maurice Baring.",1934,Fiction,,,,,37242
njp.32101007172354,Hathi,"Buchan, John,",The moon endureth,1912,Fiction,,,,,91196
njp.32101066121276,Hathi,"Cannan, Gilbert,",Sembal,1922,Fiction,,,,,94028
uc1.b3796888,Hathi,"Bennett, Arnold,",The grim smile of the five towns.,1928,Fiction,,,,,77574
uc1.b3326438,Hathi,"Steel, Flora Annie Webster,",Mistress of men,1917,Fiction,,,,,159306
nyp.33433040405502,Hathi,"Balzac, Honoré de,",The unconscious mummers =,1897,Fiction,,,,,96181
uc2.ark:/13960/t1pg1jz8h,Hathi,"Bjørnson, Bjørnstjerne,",Arne and The fisher lassie,1911,Fiction,,,,,138681
njp.32101068599222,Hathi,"Hawthorne, Nathaniel,",The new Adam and Eve,1890,Fiction,,,,,96503
pst.000005552573,Hathi,"Praed, Campbell,",Madam Izàn,1899,Fiction,,,,,91020
nyp.33433074865068,Hathi,"Jepson, Edgar,",On the edge of the empire,1899,Fiction,,,,,91125
uc1.$b358729,Hathi,"Boothby, Guy Newell,",Across the world for a wife,1898,Fiction,,,,,107835
mdp.39015002753765,Hathi,"Hon., Sackville-West, Edward,",The sun in Capricorn : | a recital.,1934,Fiction,,,,,228033
uc1.b4104960,Hathi,"Morris, William,",The world of romance,1906,Fiction,,,,,40983
njp.32101067426559,Hathi,"Youngman, William Ernest.",Gleanings from western prairies,1882,Fiction,,,,,62064
uc1.$b684707,Hathi,"Quiller-Couch, Arthur Thomas,",The delectable duchy;,1893,Fiction,,,,,75507
mdp.39015009211254,Hathi,"Moore, George,",Confessions of a young man,1889,Fiction,,,,,75048
uc1.b3327373,Hathi,"Marston, Philip Bourke,",For a song's sake and other stories,1887,Fiction,,,,,257024
mdp.39015033496921,Hathi,"Vigny, Alfred de,",The spider and the fly (Cinq mars),1925,Fiction,,,,,153033
uc2.ark:/13960/t6834182f,Hathi,"Philips, F. C.",Social vicissitudes,1886,Fiction,,,,,90300
uc1.$b58408,Hathi,"Stephenson, John Edward.",Chirupula's tale : | a bye-way in African history / | $c: by J.E. Stephenson.,1937,Fiction,,,,,83659
umn.31951001997615o,Hathi,"Walpole, Hugh,",Fortitude,1913,Fiction,,,,,196874
uc2.ark:/13960/t1qf8m715,Hathi,"Penny, F. E.",Dilys,1911,Fiction,,,,,125862
nyp.33433011065582,Hathi,"Kennedy, Wardlaw.",Beasts;,1899,Fiction,,,,,33164
mdp.39015059423239,Hathi,"Penny, Fanny Emily Farr.",The Sanyasi.,1936,Fiction,,,,,107485
mdp.39015063936002,Hathi,"Phillpotts, Eden,",The bronze Venus,1921,Fiction,,,,,57263
uc1.b3325232,Hathi,"Willcocks, M. P.",The eyes of the blind,1917,Fiction,,,,,182037
umn.31951001997365l,Hathi,"Sir, Walpole, Hugh,",Vanessa : | a novel.,1933,Fiction,,,,,261710
nyp.33433074877162,Hathi,"Kingsley, Henry,",The Hillyars and the Burtons,1895,Fiction,,,,,234945
uc2.ark:/13960/t7qn66d1d,Hathi,"Braddon, M. E.",Sir Jasper's tenant ; a novel,1891,Fiction,,,,,192583
yale.39002067945478,Hathi,"Jones, Henry Festing,",Castellinaria,1920,Fiction,,,,,103766
uc1.b4158064,Hathi,"Baker, Sarah S.",Fireside sketches from Swedish life,1896,Fiction,,,,,29479
uc2.ark:/13960/t3dz0dd86,Hathi,,Chambers's new reciter,1900,Fiction,,,,,187699
mdp.39015014287554,Hathi,"Sinclair, Upton,",Prince Hagen;,1903,Fiction,,,,,86281
inu.39000005813709,Hathi,,The Jātaka,1895,Fiction,,,,,171727
uc2.ark:/13960/t8v986q0s,Hathi,"Gray, Maxwell,",The great refusal,1906,Fiction,,,,,138636
uc1.$b243647,Hathi,"Mordaunt, Elinor,","Traveller's pack, | $c: by Elinor Mordaunt.",1934,Fiction,,,,,128731
uc1.b4411178,Hathi,"Panferov, Fedor Ivanovich,","And then the harvest, | $c: by Fiodor Panferov; translated from the Russian by Stephen Garry.",1939,Fiction,,,,,170294
uc1.b3278548,Hathi,"Ingoldsby, Thomas,","The Ingoldsby legends, or, Mirth & marvels",1898,Fiction,,,,,221295
uc2.ark:/13960/t1gh9h54c,Hathi,"Le Queux, William,",The veiled man,1899,Fiction,,,,,62915
uc1.b4104250,Hathi,"Rutherford, Mark,",Miriam's schooling,1910,Fiction,,,,,63067
nyp.33433074939798,Hathi,"Besant, Walter,","To call her mine, etc",1891,Fiction,,,,,256357
uc1.b3327502,Hathi,"Wood, Henry,",Mrs. Halliburton's troubles,1895,Fiction,,,,,277546
uc2.ark:/13960/t16m34t6k,Hathi,"Bevan, Tom,",The thane of the dean,1899,Fiction,,,,,54383
mdp.39015078546390,Hathi,,Grien on Rougemont;,1898,Fiction,,,,,18345
mdp.39015004974807,Hathi,"Saki,",When William came;,1914,Fiction,,,,,69705
uc2.ark:/13960/t0tq5wn8h,Hathi,"Besant, Walter,",The city of refuge,1896,Fiction,,,,,70771
mdp.39015000634918,Hathi,"Lehmann, Rosamond,",A note in music / | $c: by Rosamond Lehmann.,1930,Fiction,,,,,90481
uc1.$b317926,Hathi,"Dumas, Alexandre,","Chicot the jester, | $c: by Alexandre Dumas.",1926,Fiction,,,,,224925
inu.30000055877900,Hathi,"Wace,",Arthurian chronicles | $c: [by] Wace and Layamon.,1937,Fiction,,,,,152896
uc2.ark:/13960/t1cj89j1d,Hathi,"Talbot, L. A.",Lance-in-rest,1904,Fiction,,,,,89744
mdp.39015030119013,Hathi,"Zschokke, Heinrich,",The bravo of Venice,1891,Fiction,,,,,41694
mdp.39015037368100,Hathi,"Malory, Thomas, Sir,","Le morte d'Arthur, | $c: by Sir Thomas Malory.",1923,Fiction,,,,,202568
nyp.33433074942776,Hathi,"Compton, Herbert,",The queen can do no wrong;,1903,Fiction,,,,,178247
inu.32000007494240,Hathi,"James, M. R. (Montague Rhodes),",The collected ghost stories of M.R. James.,1931,Fiction,,,,,203692
dul1.ark:/13960/t2g744v5w,Hathi,"Wood, Henry,",Johnny Ludlow,1880,Fiction,,,,,95018
uc2.ark:/13960/t78s4r994,Hathi,"Morris, Clara,",Life on the stage ;,1902,Fiction,,,,,162067
uc1.$b301223,Hathi,"MacColla, Fionn.","The Albannach, | $c: by Fionn Mac Colla ...",1932,Fiction,,,,,99044
wu.89094711611,Hathi,"Donovan, Dick,",The crime of the century,1904,Fiction,,,,,54638
uc1.$b244583,Hathi,"Royde-Smith, Naomi Gwladys.","John Fanning's legacy, | $c: by Naomi Royde-Smith.",1927,Fiction,,,,,71481
uc1.$b244758,Hathi,"Macaulay, Rose, Dame.",Told by an idiot.,1923,Fiction,,,,,109531
uc2.ark:/13960/t6tx3cq3r,Hathi,"Braddon, M. E.",Ishmael ; a novel,1891,Fiction,,,,,233381
mdp.39015030133808,Hathi,"Begbie, Harold,","Shackleton, a memory",1922,Fiction,,,,,24354
inu.30000041584107,Hathi,"Hunt, Violet,",Their hearts,1921,Fiction,,,,,161777
njp.32101065597682,Hathi,"Westrup, Margaret.",Elizabeth's children,1903,Fiction,,,,,86728
uc1.b3324637,Hathi,"Keats, Gwendoline.",Tales of Dunstable Weir,1901,Fiction,,,,,79681
mdp.39015024534599,Hathi,"Maitland, Julia Charlotte,",Cat and dog;,1882,Fiction,,,,,38944
mdp.39015000610488,Hathi,"Woolf, Virginia,",Night and day,1919,Fiction,,,,,200975
uc2.ark:/13960/t2p55hv8f,Hathi,"Clarke, Marcus Andrew Hislop,",For the term of his natural life,1892,Fiction,,,,,224528
uc2.ark:/13960/t7hq48h5k,Hathi,"Sadleir, Michael,",Hyssop;,1915,Fiction,,,,,85589
mdp.39015046415827,Hathi,"Zola, Émile,",His masterpiece,1902,Fiction,,,,,171237
mdp.39015059447808,Hathi,"Frey, Albert R.",Sobriquets and nicknames,1895,Fiction,,,,,268282
uc1.b5026339,Hathi,"Thayer, William M.,",From log-cabin to White House;,1920,Fiction,,,,,113704
njp.32101067632313,Hathi,"Ouida,",Cecil Castlemaine's gage,1899,Fiction,,,,,238373
umn.31951002376324e,Hathi,"Griffith, George Chetwynd.",The outlaws of the air,1895,Fiction,,,,,135893
mdp.39015030708252,Hathi,"Nichols, Beverley,","Self,",1938,Fiction,,,,,93220
uc1.b4103668,Hathi,"Moir, D. M.",The life of Mansie Wauch,1911,Fiction,,,,,104244
uc2.ark:/13960/t1gh9gk7s,Hathi,"Buchanan, Robert Williams,",The new Abelard,1884,Fiction,,,,,58238
inu.32000013013232,Hathi,"Trollope, Anthony,",Ayala's angel,1882,Fiction,,,,,258802
uva.x000993507,Hathi,"Greene,",Alda's leap and other stories,1883,Fiction,,,,,31011
dul1.ark:/13960/t1tf0gj5c,Hathi,"Gubbins, Herbert.",The elixir of life,1914,Fiction,,,,,84040
nyp.33433043995699,Hathi,"Lang, Andrew,",The red book of animal stories,1899,Fiction,,,,,111325
nyp.33433068032923,Hathi,"Tolstoy, Leo,",A Russian proprieter,1888,Fiction,,,,,114454
nyp.33433000256671,Hathi,,Poplar Union,1906,Fiction,,,,,667331
uiuo.ark:/13960/t82j7292m,Hathi,"Richards, James Brinsley,",Prince Roderick,1889,Fiction,,,,,48737
nyp.33433074864913,Hathi,"Gleig, Charles,",The edge of honesty,1898,Fiction,,,,,111226
mdp.39015073484308,Hathi,"Henty, G. A.",Orange and green,1888,Fiction,,,,,125012
njp.32101064912031,Hathi,"Marks, Mary A. M.",Thorough,1894,Fiction,,,,,112021
mdp.39015022642923,Hathi,"Pickthall, Marmaduke William,",Tales from five chimneys,1914,Fiction,,,,,111230
mdp.39015063554581,Hathi,"Holt-White, William Edward Bradden,",Helen of all time,1910,Fiction,,,,,106912
uc2.ark:/13960/t2b854p35,Hathi,,Folk-lore and legends: Germany,1889,Fiction,,,,,57877
nyp.33433082458641,Hathi,"Hicks, Beatrice M.",The Cape as I found it,1900,Fiction,,,,,63729
mdp.39015011289082,Hathi,"Dumas, Alexandre,",The memoirs of a physician.,1926,Fiction,,,,,198597
wu.89098854615,Hathi,"Stenhouse, T. B. H.,",An Englishwoman in Utah,1880,Fiction,,,,,212923
mdp.39015030716842,Hathi,"(Henry Major), Tomlinson, H. M.","Old junk,",1918,Fiction,,,,,45166
inu.32000009368046,Hathi,"Trollope, Anthony,",Rachel Ray,1880,Fiction,,,,,170403
inu.30000108972989,Hathi,"Douglas, George,",Scottish fairy and folk tales,1890,Fiction,,,,,114540
uc1.$b602112,Hathi,"Krymov, Vl. (Vladimir),",He's got a million; | a novel. | $c: Translated from the Russian by Malcolm Burr.,1936,Fiction,,,,,102222
uc2.ark:/13960/t2x34mz08,Hathi,"Anderson, A. J.",The romance of Sandro Botticelli,1912,Fiction,,,,,117557
mdp.39015005622991,Hathi,"Henniker, Florence Ellen Hungerford Milnes,",Contrasts,1903,Fiction,,,,,74505
uva.x002449084,Hathi,"Manning, Anne,",Heroes of the desert,1890,Fiction,,,,,104091
uc1.$b267542,Hathi,"Sullivan, Alan,",Under the northern lights.,1940,Fiction,,,,,55050
uc1.b3321705,Hathi,"Black, William,",Briseis,1896,Fiction,,,,,139218
mdp.39015000631179,Hathi,"Laver, James,",Panic among Puritans.,1936,Fiction,,,,,85355
uc1.$b802271,Hathi,"Peattie, Donald Culross,","Sons of the Martian, | $c: by D. C. Peattie.",1932,Fiction,,,,,91841
uc1.$b323497,Hathi,"Burnham, David,","This our exile, | $c: by David Burnham.",1931,Fiction,,,,,156275
uc2.ark:/13960/t49p2zw31,Hathi,"Broughton, Rhoda,",A beginner,1899,Fiction,,,,,82786
uc1.l0068331206,Hathi,"Young, E. H.",Moor fires,1916,Fiction,,,,,131024
nnc1.1002360713,Hathi,"Ridge, W. Pett",Minor dialogues,1895,Fiction,,,,,59650
uc2.ark:/13960/t15m65893,Hathi,"Coster, Charles de,",The legend of Ulenspiegel and Lamme Goedzak,1922,Fiction,,,,,102345
mdp.39015019976045,Hathi,"Kipling, Rudyard,",Traffics and discoveries,1904,Fiction,,,,,118147
nyp.33433074858071,Hathi,"Helston, John,","""Thracian sea""",1914,Fiction,,,,,155753
inu.30000001396906,Hathi,"Wheatley, Dennis,",A century of horror stories ; | $c: edited by Dennis Wheatley.,1935,Fiction,,,,,416096
uc1.$b236238,Hathi,"Frankau, Gilbert,","The woman of the horizon; | a romance of nineteen-thirteen, | $c: by Gilbert Frankau.",1927,Fiction,,,,,138725
nyp.33433081892964,Hathi,,Sweet first-fruits,1893,Fiction,,,,,52351
mdp.39015074796239,Hathi,"Thackeray, William Makepeace,","The Fitz-Boodle papers, and other sketches",1911,Fiction,,,,,253408
nyp.33433074927223,Hathi,"Begbie, Harold,",The vigil,1907,Fiction,,,,,136480
uc2.ark:/13960/t5z60j23w,Hathi,"Le Queux, William,",The hunchback of Westminster,1904,Fiction,,,,,126589
mdp.39015033004352,Hathi,"Whittier, John Greenleaf,",[The writings of John Greenleaf Whittier in 7 v.],1888,Fiction,,,,,134886
nyp.33433074954706,Hathi,"Dickens, Charles,",The Holly Tree,1900,Fiction,,,,,28437
uc1.b3327398,Hathi,"Scully, W. C.",By Veldt and Kopje,1907,Fiction,,,,,86540
uc1.$b715938,Hathi,"Coleman, John,",Memoirs of Samuel Phelps,1886,Fiction,,,,,81754
umn.31951002095997d,Hathi,"Hamilton, Cosmo,",Come away from life : | (and other incidents).,1935,Fiction,,,,,149691
uiuo.ark:/13960/t2s476x7g,Hathi,"Moberly, A.",Lady Valeria,1886,Fiction,,,,,58546
uc1.$b312662,Hathi,"Tilden, Freeman,",Mr. Podd | $c: by Freeman Tilden.,1923,Fiction,,,,,90946
mdp.39015065694229,Hathi,"Brooke, Henry,",The fool of quality,1906,Fiction,,,,,304965
nyp.33433034411177,Hathi,"Westbury, Hugh.",Acte,1898,Fiction,,,,,114718
mdp.39015030368347,Hathi,"France, Anatole,",The wicker work woman;,1910,Fiction,,,,,67741
coo.31924027724297,Hathi,"Balzac, Honoré de,",The country parson and Albert Savarus,1901,Fiction,,,,,163331
uc2.ark:/13960/t7br8pf30,Hathi,"Russell, George William Erskine,","""For better? For worse?""",1902,Fiction,,,,,26227
uc2.ark:/13960/t0gt5g961,Hathi,"Saltus, Edgar,",Enthralled;,1894,Fiction,,,,,41482
njp.32101067630846,Hathi,"Broughton, Rhoda,",Mrs. Bligh,1892,Fiction,,,,,87894
uc1.31158011377834,Hathi,"Penny, F. E.",Love in a palace,1915,Fiction,,,,,113198
uc1.b4678545,Hathi,"Praed, Campbell,",Sister sorrow,1916,Fiction,,,,,155074
mdp.39015030744646,Hathi,"Hayens, Herbert.",Clevely Sahib;,1897,Fiction,,,,,116438
pst.000001848717,Hathi,"Kingston, Charles.",Remarkable regues,1921,Fiction,,,,,98348
mdp.39015000605744,Hathi,"Gissing, George,",The crown of life,1899,Fiction,,,,,144904
mdp.39015063919933,Hathi,"(Henry Major), Tomlinson, H. M.",Gallions Reach; | a romance.,1927,Fiction,,,,,89708
nyp.33433074932181,Hathi,"Baring-Gould, S.",The crock of gold,1899,Fiction,,,,,68693
njp.32101066382878,Hathi,"Dickens, Charles,","One dinner a week, and travels in the east",1884,Fiction,,,,,43330
mdp.39015034787476,Hathi,"Livingstone, W. P.",Mary Slessor of Calabar,1916,Fiction,,,,,154446
uc2.ark:/13960/t76t0wh0b,Hathi,"Besant, Walter,",'Twas in Trafalgar's bay,1888,Fiction,,,,,192465
uc2.ark:/13960/t9959f78k,Hathi,"Isaacs, Abram S.",Stories from the Rabbis,1893,Fiction,,,,,40978
njp.32101013190317,Hathi,"O'Grady, Standish,",The coming of Cuculain,1894,Fiction,,,,,54205
mdp.39015003976340,Hathi,"Huxley, Aldous,","Antic hay, | $c: by Aldous Huxley.",1923,Fiction,,,,,110574
uc2.ark:/13960/t4qj7bj8r,Hathi,"Wells, H. G.",The Plattner story and others,1897,Fiction,,,,,112945
njp.32101065596205,Hathi,"Wells, Charles,",Stories after nature,1891,Fiction,,,,,66197
wu.89004743118,Hathi,"Gapon, Georgiĭ Apollonovich,",The story of my life,1905,Fiction,,,,,64764
njp.32101064204173,Hathi,"Smith, Logan Pearsall,",Trivia,1917,Fiction,,,,,21612
mdp.39015063947926,Hathi,"Payn, James,",Some literary recollections,1884,Fiction,,,,,69869
mdp.39015008032321,Hathi,"Azorín,",The syrens and other stories;,1931,Fiction,,,,,44773
uc1.$b703632,Hathi,"Morand, Paul,","Europe at love,",1926,Fiction,,,,,41677
njp.32101076515558,Hathi,"Harker, L. Allen",The little people,1904,Fiction,,,,,49469
osu.32435070795778,Hathi,"Weyman, Stanley John,","The Castle Inn, | $c: by Stanley J. Weyman.",1927,Fiction,,,,,135837
wu.89087903571,Hathi,"Baring-Gould, S.",Urith,1897,Fiction,,,,,196618
uc1.32106006097239,Hathi,"Woolf, Virginia,",The years.,1940,Fiction,,,,,161006
mdp.39015001982746,Hathi,"Jones, Henry,",Old memories;,1922,Fiction,,,,,50553
njp.32101065601294,Hathi,"Whyte-Melville, G. J.",Roy's wife;,1899,Fiction,,,,,119910
uc2.ark:/13960/t1jh3j89w,Hathi,"Wells, H. G.",The sea lady;,1902,Fiction,,,,,50925
uc2.ark:/13960/t8kd1s38h,Hathi,,The Russian garland,1916,Fiction,,,,,65963
mdp.39015070290591,Hathi,"Bain, F. W.",The ashes of a god,1911,Fiction,,,,,33447
uc2.ark:/13960/t2f76k53s,Hathi,"Blackmore, R. D.",Kit and Kitty,1890,Fiction,,,,,78268
uc2.ark:/13960/t48p5xm2c,Hathi,"Gordon, Samuel,",A handful of exotics,1897,Fiction,,,,,86515
uc2.ark:/13960/t6pz59c96,Hathi,"Dickens, Charles,",The posthumous papers of the Pickwick Club,1880,Fiction,,,,,383790
mdp.39015011421719,Hathi,"Doyle, Arthur Conan, Sir,","The return of Sherlock Holmes, | $c: by A. Conan Doyle.",1932,Fiction,,,,,135926
uiuo.ark:/13960/t17m0wv7s,Hathi,"Russell, William Clark,",The convict ship,1895,Fiction,,,,,96141
uiuo.ark:/13960/t83j3sr8t,Hathi,"Cox, Annie.",A romance of Regent Street,1881,Fiction,,,,,60856
uc1.$b805407,Hathi,"Henty, G. A.","By England's aid, or, The freeing of the Netherlands, 1585-1604",1891,Fiction,,,,,142540
uc1.l0060572633,Hathi,"Boothby, Guy Newell,",A consummate scoundrel,1904,Fiction,,,,,68574
mdp.39015063920238,Hathi,"Gwynn, Stephen Lucius,",Robert Emmet,1909,Fiction,,,,,85845
nyp.33433074853080,Hathi,"Heddle, Ethel F.",A mystery of St. Rule's,1902,Fiction,,,,,98108
njp.32101068166899,Hathi,"Cunningham, H. S.",The Cœruleans,1887,Fiction,,,,,108983
mdp.39015024837067,Hathi,"Rhys, Ernest,",Fairy gold;,1907,Fiction,,,,,106675
nyp.33433078795204,Hathi,"Dostoyevsky, Fyodor,",Crime and punishment,1886,Fiction,,,,,229333
mdp.39015063979333,Hathi,"Peacock, T. L.",Crotchet castle,1891,Fiction,,,,,47875
mdp.39015066224331,Hathi,"Snorri Sturluson,",The Heimskringla;,1889,Fiction,,,,,133383
coo.31924013486091,Hathi,"Hughes, Thomas,",Tom Brown's schooldays,1906,Fiction,,,,,126207
mdp.39015039496289,Hathi,"Robins, Elizabeth,","Time is whispering, | $c: by Elizabeth Robins.",1923,Fiction,,,,,147592
pst.000006678180,Hathi,"Hichens, Robert,",The call of the blood,1905,Fiction,,,,,176770
uc1.31158009412197,Hathi,"Cambridge, Ada,",The retrospect,1912,Fiction,,,,,125534
osu.32435070795927,Hathi,"Weyman, Stanley John,","Chippinge, | $c: by Stanley J. Weyman.",1926,Fiction,,,,,175940
uc1.$b111752,Hathi,"Disraeli, Benjamin, Earl of Beaconsfield,",Endymion and Falconet / | $c: by Benjamin Disraeli ; with an introduction by Philip Guedalla.,1927,Fiction,,,,,219755
uc1.b3144887,Hathi,"Cable, Boyd.",The old contemptibles,1919,Fiction,,,,,69933
uc1.b3327523,Hathi,"Patterson, J. E.",My vagabondage,1911,Fiction,,,,,146224
mdp.39015011956490,Hathi,"MacHarg, William Briggs,",The blind man's eyes,1916,Fiction,,,,,117436
wu.89013740311,Hathi,"Sims, George R.,",Behind the veil,1913,Fiction,,,,,75500
uc1.$b787429,Hathi,"O'Riordan, Conal,",Adam of Dublin;,1920,Fiction,,,,,103840
mdp.39015056094280,Hathi,"Burney, Fanny,",Cecilia;,1882,Fiction,,,,,202907
mdp.39015063961539,Hathi,"Winter, John Strange,",The strange story of my life,1896,Fiction,,,,,104826
njp.32101066122787,Hathi,"Birmingham, George A.,",The great-grandmother,1922,Fiction,,,,,70873
mdp.39015059420961,Hathi,"Lang, Andrew,",Lost leaders,1889,Fiction,,,,,48390
njp.32101067632172,Hathi,"Davis, Edith Smith,",Major Brown,1898,Fiction,,,,,56051
nyp.33433075744882,Hathi,"Orczy, Emmuska Orczy,",The old man in the corner,1908,Fiction,,,,,82331
uc1.b4299548,Hathi,"Prichard, Iltudus Thomas,",The chronicles of Budgepore; or Sketches of life in Upper India,1893,Fiction,,,,,149354
uc2.ark:/13960/t6445pn2q,Hathi,"Russell, William Clark,","The good ship ""Mohock""",1897,Fiction,,,,,103742
inu.39000005931964,Hathi,"Yeats, W. B.",Fairy and folk tales of the Irish peasantry,1888,Fiction,,,,,141057
