	corpus	htid	author	title	pub_date	genre	gender	white	origin_area	origin_nation	pub_code	imprint
54562	Hathi	uc1.b3327457	Whyte-Melville, G. J.	Satanella	1898.0	Fiction					enk	London;New York;Ward, Lock;1898?
54565	Hathi	uc1.b3327551	Pemberton, Max,	Kronstadt;	1898.0	Fiction					enk	London;New York;Cassell;1898.
54579	Hathi	uc1.b3332947	Colman, George,	Broad grins ;	1898.0	Fiction					enk	London;Chatto & Windus;1898.
54601	Hathi	uc1.b3360672	Cervantes Saavedra, Miguel de,	Don Quixote de la Mancha	1898.0	Fiction					enk	New York;D. Appleton;1898-1899 [v. 1, 1899].
54615	Hathi	uc1.b3578479	Doyle, Arthur Conan,	The tragedy of the Korosko	1898.0	Fiction					enk	London;Smith, Elder, & Co., ...;1898.
54619	Hathi	uc1.b3578776	Housman, Laurence,	The field of clover	1898.0	Fiction					enk	London;K. Paul, Trench, Trübner;1898.
54623	Hathi	uc1.b3581529	Marsh, Richard,	Tom Ossington's ghost	1898.0	Fiction					enk	London;J. Bowden;1898?
54634	Hathi	uc1.b4102128	Cholmondeley, Mary,	The Danvers jewels	1898.0	Fiction					enk	London;R. Bentley;1898.
54637	Hathi	uc1.b4102891	Becke, Louis,	The mutineer; a romance of Pitcairn Island	1898.0	Fiction					enk	London;T. Fisher Unwin;1898.
54638	Hathi	uc1.b4102904	Whyte-Melville, G. J.	Cerise	1898.0	Fiction					enk	London;New York;Ward, Lock;1898
54644	Hathi	uc1.b4105417	Lawless, Emily,	Traits and confidences	1898.0	Fiction					enk	London;Methuen;1898.
54646	Hathi	uc1.b4105615	Mathers, Helen,	Comin' thro' the rye;	1898.0	Fiction					enk	London;New York;Macmillan;1898.
54651	Hathi	uc1.b4363495	Crane, Stephen,	Pictures of war	1898.0	Fiction					   	London;Heinemann;1898.
54652	Hathi	uc1.b4500379	Armour, Margaret.	The eerie book;	1898.0	Fiction					enk	London;J. Shiells & Co.;1898.
54670	Hathi	uc2.ark:/13960/t01z4ff1z	Hutchison, William G.,	Lyra nicotiana	1898.0	Fiction					enk	London;W. Scott;pref. 1898
54672	Hathi	uc2.ark:/13960/t02z15g18	Gaskell, Elizabeth Cleghorn,	North & South	1898.0	Fiction					enk	London;Scott;1898?
54675	Hathi	uc2.ark:/13960/t04x58s0v	Collis, E. T.	Murder by warrant	1898.0	Fiction					enk	London;Kelvin Glen;1898.
54676	Hathi	uc2.ark:/13960/t05x27j4d	Watson, Henry Breneton Marriott,	The heart of Miranda	1898.0	Fiction					enk	London;New York;John Lane;1898.
54690	Hathi	uc2.ark:/13960/t0ht2hb81	Ballard, Susan.	Fairy tales from far Japan	1898.0	Fiction					enk	London;Religious Tract Society;1898
54694	Hathi	uc2.ark:/13960/t0js9qn28	Fenn, George Manville,	Draw swords!	1898.0	Fiction					enk	London;W. & R. Chambers;1898.
54695	Hathi	uc2.ark:/13960/t0js9wb9p		Some Welsh children	1898.0	Fiction					enk	London;E. Mathews;1898.
54700	Hathi	uc2.ark:/13960/t0pr7pw7j	Flowerdew, Herbert.	A celibate's wife	1898.0	Fiction					enk	London;New York;J. Lane;1898.
54704	Hathi	uc2.ark:/13960/t0qr4qp9d	Tschudi, Clara,	Marie Antoinette	1898.0	Fiction					xx 	London;Sonnenschein;1898.
54715	Hathi	uc2.ark:/13960/t0vq2wg12	Gordon, Samuel.	Daughters of Shem and other stories	1898.0	Fiction					enk	London;Greenburg & Co.;1898.
54716	Hathi	uc2.ark:/13960/t0wq02b69	Tourneur,Nigel.	Hidden witchery	1898.0	Fiction					enk	London;L. Smithers;1898.
54720	Hathi	uc2.ark:/13960/t11n83c80	Praed, Campbell,	The scourge-stick	1898.0	Fiction					enk	London;Heinemann;1898.
54757	Hathi	uc2.ark:/13960/t1td9tb7v	Markham, Paul.	By Jumna's Banks	1898.0	Fiction					enk	London;John Long;1898.
54758	Hathi	uc2.ark:/13960/t1vd6s60f	Perlesvaus.	The high history of the Holy Graal	1898.0	Fiction					xxk	London;J. M. Dent and Co.;1898.
54781	Hathi	uc2.ark:/13960/t24b3213w	Bjørnson, Bjørnstjerne,	Absalom's hair ; and, A painful memory	1898.0	Fiction					enk	London;Heinemann;1898.
54797	Hathi	uc2.ark:/13960/t2j67bm1q	Setoun, Gabriel,	Sunshine and haar	1898.0	Fiction					enk	London;Bliss, Sands;1898.
54799	Hathi	uc2.ark:/13960/t2k64b315	Fawcett, Edgar,	New York	1898.0	Fiction					xx 	London, New York;F. Tennyson Neely;1898
54803	Hathi	uc2.ark:/13960/t2k64jq7m	Davis, Ellis James.	His little bill of sale	1898.0	Fiction					enk	London;J. Long;1898.
54805	Hathi	uc2.ark:/13960/t2m61f290	Homer, A. N.	Only flesh and blood	1898.0	Fiction					enk	London;Hutchinson;1898.
54817	Hathi	uc2.ark:/13960/t2r49mj31	Keith, Leslie	The mischief-maker	1898.0	Fiction					enk	London;R. Bentley;1898.
54828	Hathi	uc2.ark:/13960/t2z31t138	Ainsworth, William Harrison,	Boscobel; or, The royal oak	1898.0	Fiction					enk	G. Routledge and sons, ltd.;1898?
54857	Hathi	uc2.ark:/13960/t3jw8982v	Boldrewood, Rolf,	A romance of Canvas Town	1898.0	Fiction					enk	London;Macmillan;1898.
54866	Hathi	uc2.ark:/13960/t3nv9c942	Crosland, T. W. H.	Literary parables	1898.0	Fiction					enk	London;Unicorn Press;1898.
54898	Hathi	uc2.ark:/13960/t4dn41m9h	Holland, W. A.	Alliquippa	1898.0	Fiction					enk	London;and New York;F. T. Neely;1898
54902	Hathi	uc2.ark:/13960/t4kk9844g	Thomas, Richard Henry,	Penelve;	1898.0	Fiction					enk	London;Headley;Philadelphia;J.C. Winston;1898.
54912	Hathi	uc2.ark:/13960/t4rj4nt5s		Marian; or, The light of someone's home	1898.0	Fiction					enk	London;Low;1898?
54915	Hathi	uc2.ark:/13960/t4sj1cr3s	Swettenham, Frank Athelstane,	Unaddressed letters	1898.0	Fiction					enk	London;New York;J. Lane;1898.
54916	Hathi	uc2.ark:/13960/t4sj1f58d	Brailsford, Henry Noel,	The broom of the war-god	1898.0	Fiction					enk	London;William Heinemann;1898.
54919	Hathi	uc2.ark:/13960/t4th8qw59	Everett-Green, Evelyn,	A clerk of Oxford	1898.0	Fiction					enk	London;T. Nelson and sons;1898.
54937	Hathi	uc2.ark:/13960/t55d8qw64	Gerrare, Wirt,	The Warstock	1898.0	Fiction					enk	London;W. W. Greener;1898.
54947	Hathi	uc2.ark:/13960/t5cc0vd9f	Henty, G. A.	The young colonists;	1898.0	Fiction					enk	London;Blackie;1898
54971	Hathi	uc2.ark:/13960/t5q81cb58	Gissing, George,	Human odds and ends	1898.0	Fiction					enk	London;Lawrence and Bullen, ltd.;1898.
54972	Hathi	uc2.ark:/13960/t5q81j02d	Ackworth, John.	The scowcroft critics	1898.0	Fiction					enk	London;J. Clarke;1898.
54983	Hathi	uc2.ark:/13960/t5w66pw6d	Marryat, Frederick,	Valerie;	1898.0	Fiction					enk	London;G. Routledge;1898.
54990	Hathi	uc2.ark:/13960/t6057dd5k	Philips, M.	The Senator's wife	1898.0	Fiction					enk	London ; New York;F. Tennyson Neely;c1898.
54993	Hathi	uc2.ark:/13960/t6057s91v	Pain, Barry,	In a Canadian canoe, the nine muses minus one, and other stories	1898.0	Fiction					enk	London;Harper;1898.
54996	Hathi	uc2.ark:/13960/t6154nc6p	Montrésor, F. F.	At the cross-roads	1898.0	Fiction					   	London;Hutchinson;1898.
55008	Hathi	uc2.ark:/13960/t6930w82k	Buchan, John,	John Burnet of Barns;	1898.0	Fiction					enk	London;New York;John Lane: the Bodley Head;1898.
55048	Hathi	uc2.ark:/13960/t76t0kt4k	Farjeon, B. L.	The house of white shadows	1898.0	Fiction					en 	London;Hutchinson;1898?].
55053	Hathi	uc2.ark:/13960/t79s1nc70	Hall, F. Cameron.	A country tragedy	1898.0	Fiction					enk	London;New York;F. Tennyson Neely;c1898.
55061	Hathi	uc2.ark:/13960/t7jq16c73	Maclaren, Ian,	Afterwards, and other stories	1898.0	Fiction					enk	London;Hodder & Stoughton;1898.
55064	Hathi	uc2.ark:/13960/t7np20027	Whyte-Melville, G. J.	Uncle John	1898.0	Fiction					enk	London;W. Thacker;Calcutta;Thacker, Spink;1898.
55067	Hathi	uc2.ark:/13960/t7pn93j7p	Meredith, George,	Essays	1898.0	Fiction					enk	Westminster;Archibald Constable;1898.
55075	Hathi	uc2.ark:/13960/t7vm45q72	Shiel, M. P.	The yellow danger	1898.0	Fiction					enk	London;Grant Richards;1898.
55091	Hathi	uc2.ark:/13960/t85h7fg1h	Ellis, Havelock,	Seaweed	1898.0	Fiction					enk	London;The University Press;1898.
55093	Hathi	uc2.ark:/13960/t85h7kc9p	Manning, Anne,	The maiden & married life of Mary Powell (afterwards Mistress Milton), and the sequel thereto: Deborah's diary. With an introd. by W.H. Hutton; illustrations by John Jellicoe and Herbert Railton	1898.0	Fiction					   	London;J.C. Nimmo;New York;Scribner;1898.
55099	Hathi	uc2.ark:/13960/t8bg2k016	D'Annunzio, Gabriele,	The child of pleasure	1898.0	Fiction					enk	London;Heinemann;1898.
55103	Hathi	uc2.ark:/13960/t8cf9s57f	Parker, Gilbert,	The seats of the mighty	1898.0	Fiction					   	London;Methuen;1898.
55112	Hathi	uc2.ark:/13960/t8kd1sf7h	Howard, Sidney.	The little blind god a-wheel	1898.0	Fiction					enk	London;New York;F. Tennyson Neely;c1898.
55113	Hathi	uc2.ark:/13960/t8kd1sz0v	Marchant, Bessie,	The half-moon girl, or, The rajah's daughter	1898.0	Fiction					enk	London;S. W. Partridge;1898.
55119	Hathi	uc2.ark:/13960/t8nc64844	Courtilz de Sandras, Gatien,	Memoirs of Monsieur d'Artagnan	1898.0	Fiction					enk	London;H.S.Nichols;1898-1899.
55122	Hathi	uc2.ark:/13960/t8qb9xs77	Lee, Charles,	Paul Carah, Cornishman	1898.0	Fiction					enk	London;J. Bowden;1898.
55143	Hathi	uc2.ark:/13960/t94747d92	Holmes, Clara H.	Floating fancies among the weird and the occult	1898.0	Fiction					nyu	London;New York;F. T. Neely;1898
55145	Hathi	uc2.ark:/13960/t9474d81g	Russell, William Clark,	Is he the man?	1898.0	Fiction					enk	London;Chatto;1898.
55149	Hathi	uc2.ark:/13960/t9571db21	Boldrewood, Rolf,	Plain living;	1898.0	Fiction					enk	London;Macmillan;1898.
55167	Hathi	uc2.ark:/13960/t9m32q18n	Larminie, William,	West Irish folk-tales and romances	1898.0	Fiction					enk	London;E. Stock;1898.
55168	Hathi	uc2.ark:/13960/t9m32q75w	Swan, Annie S.,	Wyndham's daughter	1898.0	Fiction					enk	London;Hutchinson;1898.
55172	Hathi	uc2.ark:/13960/t9p26rn3h		Yule logs	1898.0	Fiction					enk	London;New York;Longmans, Green;1898, t.p. 1901.
55184	Hathi	uc2.ark:/13960/t9z03285x	Farjeon, B. L.	Grif	1898.0	Fiction					enk	London;Hutchinson;1898.
55186	Hathi	uiuo.ark:/13960/t2g741h17	Sterne, Laurence,	The life & opinions of Tristram Shandy	1898.0	Fiction					enk	London;Dent;1898.
55191	Hathi	umn.31951002375818u	Boccaccio, Giovanni,	The Decameron	1898.0	Fiction					enk	London;Gibbings & co., limited;1898.
55196	Hathi	uva.x000440380	D'Arcy, Ella.	The bishop's dilemma	1898.0	Fiction					enk	London;New York;J. Lane;1898.
55198	Hathi	uva.x000856652	Clifford, Hugh Charles,	'Since the beginning'	1898.0	Fiction					enk	London;G. Richards;1898.
55303	Hathi	wu.89098012180	Birdsall, Anna Huntington.	A conflict of sex	1898.0	Fiction					enk	London;New York;F. Tennyson Neely;1898.
55323	Hathi	yale.39002009910416	Bruun, Daniel,	The cave dwellers of southern Tunisia;	1898.0	Fiction					enk	London;W. Thacker & co; [etc., etc.;1898.
55331	Hathi	dul1.ark:/13960/t1sf3285n	Allen, Grant,	Twelve tales;	1899.0	Fiction					enk	London;G. Richards;1899.
55337	Hathi	dul1.ark:/13960/t8tb1mk9p	Betham-Edwards, Matilda,	The lord of the harvest	1899.0	Fiction					enk	London;Hurst and Blackett;1899.
55340	Hathi	inu.30000011862442	Brontë, Charlotte,	The life and works of Charlotte Brontë and her sisters	1899.0	Fiction					enk	London;Smith, Elder;1899-1900.
55343	Hathi	inu.30000054101815	Winter, John Strange,	A name to conjure with;	1899.0	Fiction					enk	London;F.V. White;1899.
55345	Hathi	inu.30000060903733	Ainsworth, William Harrison,	The Star-chamber;	1899.0	Fiction					enk	London;G. Routledge and sons, ltd.;1899.
55374	Hathi	inu.30000121005353	Two friends.	Panjabi sketches	1899.0	Fiction					enk	London;Marshall;1899.
55380	Hathi	inu.32000001871153	Cholmondeley, Mary,	Red pottage	1899.0	Fiction					enk	London;Edward Arnold;1899.
55381	Hathi	inu.32000001983180	Farrar, Frederic William,	Julian Home	1899.0	Fiction					enk	London;A. & C. Black;1899.
55387	Hathi	inu.32000011401025	Lyulph,	Shakespeare	1899.0	Fiction					enk	London;Skeffington;1899.
55388	Hathi	inu.39000003995649	Preindlsberger-Mrazović, Milena,	Selam	1899.0	Fiction					enk	London;Jarrold;1899.
55391	Hathi	inu.39000005852889	Mījatović, Elodie Lawton,	Serbian folk-lore	1899.0	Fiction					enk	London;The Columbus printing, publishing and advertising company, limited;1899.
55395	Hathi	inu.39000005922872	Taylor, Una.	Early Italian love stories	1899.0	Fiction					enk	London;New York;Longmans, Green;1899.
55429	Hathi	mdp.39015000540495		Panjabi sketches, by two friends	1899.0	Fiction					enk	London;Marshall Bros.;1899.
55431	Hathi	mdp.39015000605744	Gissing, George,	The crown of life	1899.0	Fiction					enk	London;Methuen & co.;1899.
55451	Hathi	mdp.39015002672015	Browning, Robert,	The letters of Robert Browning and Elizabeth Barrett Barrett	1899.0	Fiction					enk	London;Smith, Elder & co.;1899.
55453	Hathi	mdp.39015002752197	Ruskin, John,	Praeterita;	1899.0	Fiction					enk	Sunnyside;Orpington;G. Allen;1899.
55510	Hathi	mdp.39015011920728	Dante Alighieri,	The new life (La vita nuova)	1899.0	Fiction					enk	London;Ellis and Elvey;1899.
55511	Hathi	mdp.39015011940775		State trials	1899.0	Fiction					enk	London;Duckworth;1899-1902.
55512	Hathi	mdp.39015011953125	Atherton, Gertrude Franklin Horn,	A daughter of the vine	1899.0	Fiction					enk	London;New York;J. Lane;1899.
55515	Hathi	mdp.39015012835776	Courtilz de Sandras, Gatien,	Memoirs of Monsieur d'Artignan	1899.0	Fiction					enk	London;H. S. Nichols;1899.
55517	Hathi	mdp.39015012920875	Ellis, Elizabeth.	An English girl's first impressions of Burmah	1899.0	Fiction					enk	Wigan [Eng.;R. Platt;1899.
55535	Hathi	mdp.39015020934876	Haggard, H. Rider	Swallow;	1899.0	Fiction					enk	London;New York [etc.;Longmans, Green, and co.;1899.
55541	Hathi	mdp.39015023153714	Lover, Samuel,	Further stories of Ireland	1899.0	Fiction					enk	Westminster;A. Constable;1899.
55548	Hathi	mdp.39015024534573	Nesbit, E.	Pussy and doggy tales	1899.0	Fiction					enk	London;J.M. Dent & co.;1899.
55550	Hathi	mdp.39015026114200	Jacob, P. L.,	Memoirs of Cardinal Dubois	1899.0	Fiction					enk	London;L. Smithers and co.;1889.
55555	Hathi	mdp.39015029157487		By Creek and Gully;	1899.0	Fiction					enk	London;T. F. Unwin;1899.
55567	Hathi	mdp.39015030849429	Adams, Francis William Lauderdale,	Essays in modernity criticisms and dialogues	1899.0	Fiction					enk	London;John Lane;1899.
55571	Hathi	mdp.39015030867140	Garnett, Richard,	The universal anthology;	1899.0	Fiction					enk	London;The Clarke company, limited;New York;Merrill & Baker; [etc., etc.;1899-1902
55594	Hathi	mdp.39015036048133	Juan Manuel,	Count Lucanor	1899.0	Fiction					enk	London;Gibbings;1899.
55597	Hathi	mdp.39015039396083	Von Arnim, Elizabeth,	Elizabeth and her German garden	1899.0	Fiction					enk	London;Macmillan and co., limited;New York;The Macmillan company;1899.
55605	Hathi	mdp.39015049691325	Reade, Charles,	Hard cash;	1899.0	Fiction					enk	London;Chatto & Windus;1899.
55620	Hathi	mdp.39015053590520	More, Thomas,	More's Utopia;	1899.0	Fiction					enk	Cambridge;The University press;1897.
55629	Hathi	mdp.39015059400468	Fortescue, J. W.	The drummer's coat	1899.0	Fiction					enk	London;New York;Macmillan;1899.
55631	Hathi	mdp.39015059405996	Le Gallienne, Richard,	Young lives	1899.0	Fiction					enk	Bristol;J. W. Arrowsmith;1899
55634	Hathi	mdp.39015059413495	Lover, Samuel,	Treasure trove	1899.0	Fiction					enk	Westminster;A. Constable;1899.
55661	Hathi	mdp.39015062803443	Bain, F. W.	A digit of the moon	1899.0	Fiction					enk	London [etc.;J. Parker and co.;1899.
55662	Hathi	mdp.39015062998896	Sienkiewicz, Henryk,	In Monte Carlo	1899.0	Fiction					enk	London;Greening & co., ltd.;1899.
55670	Hathi	mdp.39015063543808	Broughton, Rhoda,	Joan	1899.0	Fiction					enk	London;Macmillan;1899.
55680	Hathi	mdp.39015063562477	Lover, Samuel,	Legends and stories of Ireland	1899.0	Fiction					enk	Westminster;A. Constable;1899.
55692	Hathi	mdp.39015063916798	Douglass, Ellsworth.	Pharaoh's broker	1899.0	Fiction					enk	London;C. A. Pearson;1899.
55711	Hathi	mdp.39015063946571	Phillpotts, Eden,	The human boy	1899.0	Fiction					enk	London;Methuen & co.;1899.
55712	Hathi	mdp.39015063947207	Profugus, Fato	The white olive	1899.0	Fiction					enk	London;T. F. Unwin;1899.
55713	Hathi	mdp.39015063948015	Molesworth,	This and that	1899.0	Fiction					enk	London;New York;Macmillan;1899.
55727	Hathi	mdp.39015063961448	Winter, John Strange,	A mother's holiday	1899.0	Fiction					nyu	London;New York [etc.;Ward, Lock and co., limited;1899.
55736	Hathi	mdp.39015064446480	Sudermann, Hermann,	Regina;	1899.0	Fiction					enk	London;New York;John Lane, The Bodley Head;1899.
55737	Hathi	mdp.39015064810081	Fothergill, Jessie,	Aldyth, or, Let the end try the man	1899.0	Fiction					enk	London;New York;MacMillan;1899.
55774	Hathi	mdp.39015073479670	Henty, G. A.	Under Wellington's command	1899.0	Fiction					enk	London;Blackie;1899.
55776	Hathi	mdp.39015073484035	Henty, G. A.	The lost heir	1899.0	Fiction					enk	London;James Bowden;1899.
55800	Hathi	mdp.39076002872468	Nazarbekean, Awetis,	Through the storm	1899.0	Fiction					enk	London;Longmans Green & Co.;1899.
55906	Hathi	nc01.ark:/13960/t76t1g68k	Vance, Wilson J.	God's war	1899.0	Fiction					enk	London ; New York;F. Tennyson Neely;1899.
55914	Hathi	njp.32101007095753	Mérimée, Prosper,	The house of a traitor	1899.0	Fiction					enk	London;New York;F.T. Neely;1899?
55927	Hathi	njp.32101028047601	Kipling, Rudyard,	Black Jack	1899.0	Fiction					enk	London;New York;F. T. Neely;1899
55936	Hathi	njp.32101063577561		Laxdæla saga	1899.0	Fiction					enk	London;J.M. Dent;1899.
55939	Hathi	njp.32101063581332	Hilzinger, John George.	The skystone	1899.0	Fiction					enk	London;New York;F. T. Neely;1899.
55940	Hathi	njp.32101063581779	King, Charles,	Found in the Philippines;	1899.0	Fiction					enk	London;New York [etc.;F. T. Neely;c1899
55944	Hathi	njp.32101063605941	Clifford, Hugh Charles,	In a corner of Asia;	1899.0	Fiction					enk	London;T.F. Unwin;1899.
55961	Hathi	njp.32101065601294	Whyte-Melville, G. J.	Roy's wife;	1899.0	Fiction					enk	London;Thacher;1899.
55963	Hathi	njp.32101065704940	Reekie, Charles.	My Scottish sweetheart	1899.0	Fiction					enk	London;Neely;c1899
55983	Hathi	njp.32101067632313	Ouida,	Cecil Castlemaine's gage	1899.0	Fiction					enk	London;Chatto & Windus;1899.
55985	Hathi	njp.32101067633568	Gunter, Archibald Clavering,	M. S. Bradford, special	1899.0	Fiction					enk	London;G. Routledge;1899.
56019	Hathi	njp.32101068150943	Doyle, Arthur Conan,	The man from Archangel	1899.0	Fiction					enk	London ; New York;F. Tennyson Neely;1899.
56041	Hathi	njp.32101068574209	Wood, Henry,	Lady Grace	1899.0	Fiction					enk	London;New York;Macmillan;1899.
56042	Hathi	njp.32101068574555	Smith, Frederick R.	Doxie Dent	1899.0	Fiction					enk	London;C.H. Kelly;1899.
56065	Hathi	njp.32101073594788	Aulnoy,	The ingenious and diverting letters of the Lady--travels into Spain;	1899.0	Fiction					enk	London;Printed for S. Crouch;1692;New York;& London;G. P. Putnam's sons;1899
56125	Hathi	nnc1.0022854509	Brantôme, Pierre de Bourdeille,	The book of the ladies (illustrious dames)	1899.0	Fiction					xx 	London;W. Heinemann;1899.
56159	Hathi	nnc1.1002266326	Clarke, A. W.	Jaspar Tristram	1899.0	Fiction					enk	London;W. Heinemann;1899.
56161	Hathi	nnc1.1002386461	Slow, Edward.	Humorous West Countrie tales	1899.0	Fiction					enk	Salisbury;R. R. Edwards;pref. 1899
56168	Hathi	nnc1.cr60107952	Jeanne,	The life of Armelle Nicolas	1899.0	Fiction					enk	London;H. R. Allenson;Pref. 1899
56171	Hathi	nnc1.cu55190650	Biagi, D.,	Two heroes and a violin	1899.0	Fiction					nyu	London;New York [etc;F.T. Neely;1899
56175	Hathi	nnc1.cu58305971	Pennypacker, Morton,	Harry's work; or, The need of the age	1899.0	Fiction					enk	London;New York;F. T. Neely;c1899
56179	Hathi	nyp.33433006611846	Neish, Rosalie Galsworthy,	A world in a garden	1899.0	Fiction					enk	London;J.M. Dent;1899.
56184	Hathi	nyp.33433011065582	Kennedy, Wardlaw.	Beasts;	1899.0	Fiction					enk	London;New York;Macmillan and co., limited;1899.
56189	Hathi	nyp.33433043733215	Hyne, Charles John Cutcliffe Wright,	Further adventures of Captain Kettle	1899.0	Fiction					enk	London;C. Arthur Pearson;1899.
56191	Hathi	nyp.33433043995699	Lang, Andrew,	The red book of animal stories	1899.0	Fiction					enk	London;New York;Longmans, Green;1899.
56193	Hathi	nyp.33433066586037		The universal anthology;	1899.0	Fiction					enk	London;The Clarke Co., Ltd.;1899
56197	Hathi	nyp.33433066624382	Hutchinson, Horace G.	The book of golf and golfers	1899.0	Fiction					enk	London;Longmans, Green;1899
56236	Hathi	nyp.33433068179898	Lang, Andrew,	The book of dreams and ghosts	1899.0	Fiction					enk	London;New York [etc.;Longmans, Green and Co.;1899.
56262	Hathi	nyp.33433074828942	Baxley, Claude.	Comrades	1899.0	Fiction					enk	London;F.T. Neely;cop. 1899
56274	Hathi	nyp.33433074850029	Alexander,	Brown, V.C	1899.0	Fiction					enk	London;T.F. Unwin;1899.
56279	Hathi	nyp.33433074850755	Harraden, Beatrice,	An idyll of London	1899.0	Fiction					enk	London;F.T. Neely;1899.
56280	Hathi	nyp.33433074851100	Harris, Henry E.	The king of Andorra	1899.0	Fiction					enk	London;F. Tennyson Neely;cop. 1899
56284	Hathi	nyp.33433074853130	Hope, Anthony,	The king's mirror;	1899.0	Fiction					enk	London;Methuen;1899.
56298	Hathi	nyp.33433074861349	Howard, Mabel,	The undoing of John Brewster	1899.0	Fiction					enk	London;Longmans, Green, and Co.;1899.
56304	Hathi	nyp.33433074865068	Jepson, Edgar,	On the edge of the empire	1899.0	Fiction					enk	London;W. Heinemann;1899.
56323	Hathi	nyp.33433074875380	Lysaght, Sidney Royse,	One of the Grenvilles	1899.0	Fiction					enk	London;Macmillan and Co.;1899.
56326	Hathi	nyp.33433074877980	Lefroy, Ella Napier.	The man's cause	1899.0	Fiction					enk	London and New York;J. Lane;1899.
56328	Hathi	nyp.33433074878129	Legge, Arthur E. J.	Both great and small	1899.0	Fiction					nyu	London;J. Lane;1899.
56332	Hathi	nyp.33433074879507	Locke, William John,	Idols	1899.0	Fiction					enk	London;Lane;1899.
56336	Hathi	nyp.33433074892724	Maugham, W. Somerset	Orientations	1899.0	Fiction					enk	London;T. Fisher Unwin ...;1899.
56348	Hathi	nyp.33433074902135	Mitton, G. E.	Fire and tow	1899.0	Fiction					enk	London;Hutchinson & Co.;1899.
56357	Hathi	nyp.33433074910864	Muddock, J. E.	The records of Vincent Trill of the detective service	1899.0	Fiction					enk	London;Chatto & Windus;1899.
56361	Hathi	nyp.33433074918602	Abbott, Charles T.	The cliff dweller's daughter	1899.0	Fiction					enk	London;New York;F. Tennyson Neely;c1899.
56366	Hathi	nyp.33433074930474	Birt, Archibald.	Castle Czvargas	1899.0	Fiction					enk	London;Longmans;1899.
56367	Hathi	nyp.33433074930789	Brown, Vincent.	Two in captivity	1899.0	Fiction					enk	London;J. Lane;1899.
56372	Hathi	nyp.33433074932181	Baring-Gould, S.	The crock of gold	1899.0	Fiction					enk	London;Methuen;1899?
56374	Hathi	nyp.33433074934708	Cameron, H. Lovett,	A passing fancy	1899.0	Fiction					enk	London;John Long;1899.
56386	Hathi	nyp.33433074940259	Boothby, Guy Newell,	Pharos, the Egyptian;	1899.0	Fiction					xx 	London;New York;Ward, Lock;1899.
56389	Hathi	nyp.33433074941992	Chant, Laura Ormiston Dibbin,	Sellcuts' manager	1899.0	Fiction					enk	London;G. Richards;1899.
56394	Hathi	nyp.33433074946934	Cobb, Thomas,	The judgment of Helen	1899.0	Fiction					enk	London;New York;John Lane, the Bodley Head;1899.
56395	Hathi	nyp.33433074946967	Cobb, Thomas,	Mr. Passingham	1899.0	Fiction					enk	London;John Lane, the Bodley Head;1899.
56402	Hathi	nyp.33433074952189	Cupples, George,	A spliced yarn	1899.0	Fiction					enk	London;Gibbings;1899.
56408	Hathi	nyp.33433075722755	Dudeney, Henry,	The maternity of Harriott Wicken	1899.0	Fiction					enk	New York;Macmillan;1899.
56410	Hathi	nyp.33433075727481	Fitzpatrick, Thomas,	The king of Claddagh	1899.0	Fiction					enk	London;Sands & Co.;1899.
56413	Hathi	nyp.33433075728703	Flowerdew, Herbert.	The realist	1899.0	Fiction					enk	London ; New York;J. Lane;1900, c1899.
56422	Hathi	nyp.33433075749261	Oscar, W. N.	The cruise of the Golden Wave	1899.0	Fiction					enk	London;A.D. Innes;1899.
56427	Hathi	nyp.33433075755243	Walker, William Sylvester.	From the land of the Wombat	1899.0	Fiction					enk	London;J. Long;1899.
56432	Hathi	nyp.33433075761696	Twitchell, Alice Bentley.	"The triumphs of a maid; or, ""Barbarine"""	1899.0	Fiction					enk	London [etc.;F.T. Neely;c1899
56434	Hathi	nyp.33433075765838	Peard, Frances Mary,	Donna Teresa	1899.0	Fiction					enk	London;Macmillan and Co., Ltd.;1899.
56438	Hathi	nyp.33433075799233	D'Annunzio, Gabriele,	The victim	1899.0	Fiction					xx 	London;William Heinemann;1899.
56442	Hathi	nyp.33433075821920	Hamilton, Anthony,	The four Facardins	1899.0	Fiction					xx 	London;Printed for the Lutetian society;1899.
56479	Hathi	nyp.33433076022130	Sparhawk, Frances C.	Fettered	1899.0	Fiction					enk	London;F. Tennyson Neely;c1899
56491	Hathi	nyp.33433076043482	Rose, Héloïse Durant.	A ducal skeleton	1899.0	Fiction					enk	London;New York;F. T. Neely;c1899
56549	Hathi	nyp.33433076075856	L'Oiseau, Amelie.	The sins of a widow	1899.0	Fiction					enk	London;New York;F.T. Neely;1899.
56585	Hathi	nyp.33433076092646	Howell, Whitfield, G.	Twin oaks	1899.0	Fiction					enk	London;F. Tennyson Neely;c1899
56592	Hathi	nyp.33433081561106	Serviez, Jacques Roergas de,	The Roman empresses	1899.0	Fiction					enk	London;Walpole Press;1899.
56597	Hathi	nyp.33433081604518	Tuer, Andrew White,	Stories from old-fashioned children's books	1899.0	Fiction					enk	London;The Leadenhall press, ltd. [etc;1899-1900.
56602	Hathi	nyp.33433081852646	James, Henry,	The awkward age	1899.0	Fiction					enk	London;W. Heinemann;1899.
56606	Hathi	nyp.33433081914107	Saʻdī.	The Gulistan;	1899.0	Fiction					enk	London;T. Burleigh;1899.
